Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,tagline_compound,tagline_neutral,tagline_negative,tagline_positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,overview,overview_positive,overview_negative,overview_neutral,overview_compound,overview_processes,Personal Growth Drama,Group Conflict,Mission-Driven Thriller,Small-Town Heroism
Detective Byomkesh Bakshy!,2015,4.0,64,0,0,1,0,5100000.0,5200000.0,139.0,1943 Calcutta... a war... a mystery... and a detective...,1.0196078431372548,37410.07194244604,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,R,"Byomkesh, fresh out of college, agrees to investigate the disappearance of Bhuvan, a chemist. Assisted by Bhuvan's son Ajit, Byomkesh links the case to a larger conspiracy that will unsettle Calcutta.",0.122,0.101,0.776,-0.0772,byomkesh fresh out of college agrees to investigate the disappearance of bhuvan a chemist assisted by bhuvan's son ajit byomkesh links the case to a larger conspiracy that will unsettle calcutta,0.9617475867271423,0.012799283489584923,0.012717333622276783,0.01273577194660902
Deuce Bigalow: European Gigolo,2005,0.0,62,0,0,1,0,22000000.0,45109561.0,83.0,For the women of Europe... The price of love just got a lot cheaper.,2.050434590909091,543488.686746988,0.6369,0.741,0.0,0.259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Deuce Bigalow goes to Amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins. There he meets up with his old friend T.J. Hicks. But a mysterious killer starts killing some of Amsterdam's finest gigolos and T.J. is mistaken for the extremely gay murderer. Deuce must enter the gigolo industry again to find the real murderer and clear T.J.'s name.,0.06,0.373,0.567,-0.9857,deuce bigalow goes to amsterdam after a little accident including two irritating kids and a bunch of aggressive dolphins there he meets up with his old friend tj hicks but a mysterious killer starts killing some of amsterdam's finest gigolos and tj is mistaken for the extremely gay murderer deuce must enter the gigolo industry again to find the real murderer and clear tj's name,0.9812730550765991,0.0,0.0,0.0
Deuce Bigalow: Male Gigolo,1999,3.0,66,0,0,1,0,17000000.0,92938755.0,88.0,He charges $10 but he’s willing to negotiate.,5.466985588235295,1056122.2159090908,-0.1406,0.819,0.181,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,R,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",0.142,0.033,0.825,0.8326,deuce bigalow is a less than attractive down on his luck aquarium cleaner one day he wrecks the house of a gigolo and needs quick money to repair it the only way he can make it is to become a gigolo himself taking on an unusual mix of female clients he encounters a couple of problems though he falls in love with one of his unusual clients and a sleazy police officer is hot on his trail,0.9791369438171387,0.0,0.0,0.0
Dev.D,2009,0.0,63,1,0,0,0,1700000.0,7600000.0,144.0,Get Ready for Emotional Atyachar,4.470588235294118,52777.77777777778,0.4767,0.423,0.0,0.577,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,The son of a wealthy businessman finds solace in drugs and alcohol when he breaks up with his childhood love.,0.283,0.0,0.717,0.7717,the son of a wealthy businessman finds solace in drugs and alcohol when he breaks up with his childhood love,0.02465643733739853,0.023676130920648575,0.9272893071174622,0.02437807247042656
Dhoom,2004,0.0,69,0,0,1,0,1500000.0,12000000.0,129.0,One brave cop... one smart thief... one cool biker... together they create...  Dhoom,8.0,93023.25581395348,0.8126,0.543,0.0,0.457,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,PG,A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai.  ACP Jai Dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help Jai nab them.,0.063,0.075,0.862,-0.128,a gang of bikers headed by the cool-headed and arrogant kabir is on a robbing spree in mumbai  acp jai dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help jai nab them,0.1380183845758438,0.8409023284912109,0.010553869418799877,0.010525406338274479
Dhoom 2,2006,4.0,63,0,0,1,0,11000000.0,46396427.0,151.0,Back in Action,4.217857,307261.1059602649,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,PG-13,"Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",0.0,0.226,0.774,-0.7717,jai and ali return this time on the trail of an international thief who steals priceless artifacts and has chosen mumbai as his next target,0.9469353556632996,0.01789207011461258,0.01747308298945427,0.017699547111988068
Diabolique,1996,6.0,57,0,0,1,0,45000000.0,52400000.0,107.0,Two women. One man. The combination can be murder.,1.1644444444444444,489719.6261682243,-0.6908,0.63,0.37,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,R,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim.",0.056,0.23,0.714,-0.9042,the wife and mistress of a cruel school master collaborate in a carefully planned and executed scheme to murder him the plan goes well until the body which has been strategically dumped disappears the psychological strain starts to weigh on the two women when a retired police investigator begins looking into the man's disappearance on a whim,0.0,0.0,0.9753386974334717,0.0
Diary of a Mad Black Woman,2005,0.0,62,0,0,1,0,5500000.0,50652203.0,116.0,Time heals the heart. Faith heals the rest.,9.209491454545455,436656.9224137931,0.4215,0.714,0.0,0.286,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"Charles, an attorney, and Helen, his devoted wife, seem to have everything – money, a beautiful mansion – the American Dream. However, as Helen prepares to celebrate their 18th wedding anniversary, her life takes an unexpected twist when she comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing her and kicks her out. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life. Helen is forced to rediscover love, life, and religion in her pursuit for happiness.",0.198,0.036,0.766,0.9652,charles an attorney and helen his devoted wife seem to have everything – money a beautiful mansion – the american dream however as helen prepares to celebrate their 18th wedding anniversary her life takes an unexpected twist when she comes home to find her clothes packed up in a u-haul van parked in the driveway charles is divorcing her and kicks her out helen moves in with her grandmother madea an old woman who doesn't take any lip from anyone madea helps helen through these tough times by showing her what is really important in life helen is forced to rediscover love life and religion in her pursuit for happiness,0.9867532849311829,0.0,0.0,0.0
Diary of a Wimpy Kid,2010,8.0,67,0,1,0,1,15000000.0,76196538.0,92.0,"It's not a diary, it's a movie.",5.0797692,828223.2391304348,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",0.075,0.131,0.794,-0.4448,greg heffley is headed for big things but first he has to survive the scariest most humiliating experience of any kid’s life – middle school that won’t be easy considering he’s surrounded by hairy-freckled morons wedgie-loving bullies and a moldy slice of cheese with nuclear cooties,0.0,0.0,0.0,0.9715121984481812
Diary of a Wimpy Kid: Rodrick Rules,2011,7.0,66,0,0,0,1,21000000.0,72526996.0,99.0,Welcome to the next grade.,3.453666476190476,732595.9191919192,0.4588,0.571,0.0,0.429,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,"Wimpy Greg Heffley, now in seventh grade, thinks he has it all together. He has mastered middle school and gotten rid of the Cheese Touch. However, Greg's older brother, Rodrick, is itching to cut him down to size. He gets the perfect opportunity when their mother tries to force the boys to bond. Rodrick may be Greg's chief tormentor, but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks.",0.051,0.056,0.893,0.1655,wimpy greg heffley now in seventh grade thinks he has it all together he has mastered middle school and gotten rid of the cheese touch however greg's older brother rodrick is itching to cut him down to size he gets the perfect opportunity when their mother tries to force the boys to bond rodrick may be greg's chief tormentor but he feels his constant pranks are just what his little brother needs to prepare him for life's hard knocks,0.14857786893844604,0.033394705504179,0.0,0.8120989203453064
Diary of a Wimpy Kid: The Long Haul,2017,4.0,58,0,0,0,1,22000000.0,40120144.0,91.0,A wimp will rise.,1.823642909090909,440880.7032967033,-0.34,0.455,0.545,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,0.196,0.0,0.804,0.6808,a heffley family road trip to attend meemaw's 90th birthday party goes hilariously off course thanks to greg's newest scheme to get to a video gaming convention,0.5131654739379883,0.4604010581970215,0.013337310403585434,0.013096042908728123
Did You Hear About the Morgans?,2009,12.0,60,0,0,1,0,58000000.0,85280250.0,103.0,We're not in Manhattan anymore.,1.4703491379310345,827963.5922330098,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"New Yorkers Paul and Meryl Morgan seem to have it all -- except that their marriage is crumbling around them. But their romantic woes are small compared to the trouble they find themselves in after witnessing a murder. To protect them from an assassin, federal agents whisk away Paul and Meryl to a small town in Wyoming, where their marriage will crash and burn, or their passion will reignite.",0.124,0.198,0.678,-0.8201,new yorkers paul and meryl morgan seem to have it all -- except that their marriage is crumbling around them but their romantic woes are small compared to the trouble they find themselves in after witnessing a murder to protect them from an assassin federal agents whisk away paul and meryl to a small town in wyoming where their marriage will crash and burn or their passion will reignite,0.0,0.9766027331352234,0.0,0.0
Diggstown,1992,2.0,61,0,0,1,0,17000000.0,4836637.0,98.0,Where the pros meet the cons.,0.2845080588235294,49353.43877551021,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,"Gabriel Caine has just been released from prison when he sets up a bet with a business man who owns most of Diggstown, a boxing-mad town. The bet is that Gabe can find a boxer that will knock out 10 Diggstown men, in a boxing ring, within 24 hours. Roy 'Honey' Palmer is that man that, at 48, many say he is too old.",0.0,0.054,0.946,-0.5106,gabriel caine has just been released from prison when he sets up a bet with a business man who owns most of diggstown a boxing-mad town the bet is that gabe can find a boxer that will knock out 10 diggstown men in a boxing ring within 24 hours roy 'honey' palmer is that man that at 48 many say he is too old,0.0,0.0,0.0,0.9732743501663208
Dil Chahta Hai,2001,0.0,73,1,0,0,0,2079000.0,4099000.0,183.0,Welcome To A Summer Of Their Lives You Will Never Forget,1.971620971620972,22398.90710382513,0.567,0.632,0.0,0.368,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,G,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.",0.263,0.064,0.672,0.7964,three inseparable childhood friends are just out of college nothing comes between them - until they each fall in love and their wildly different approaches to relationships creates tension,0.9507033228874207,0.016511403024196625,0.01648164540529251,0.016303593292832375
Dil Se..,1998,0.0,65,1,0,0,0,5200000.0,13000000.0,163.0,Moments of Pain.. Moments of Love,2.5,79754.60122699387,0.6369,0.543,0.0,0.457,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.",0.097,0.0,0.903,0.5499,journalist amar falls for a mysterious woman on an assignment but she does not reciprocate his feelings however when amar is about to get married the woman shows up at his doorstep asking for help,0.014431470073759556,0.01428605429828167,0.9567922949790955,0.014490097761154175
Dil To Pagal Hai,1997,0.0,65,0,0,1,0,1300000.0,11000000.0,179.0,Someone..... Somewhere..... is made for you,8.461538461538462,61452.513966480445,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,G,"Rahul, the director of a successful dance troupe, considers Nisha his best friend, though secretly, she is madly in love with him. He then falls for Pooja, who is engaged to Ajay.",0.395,0.059,0.546,0.9468,rahul the director of a successful dance troupe considers nisha his best friend though secretly she is madly in love with him he then falls for pooja who is engaged to ajay,0.9568950533866882,0.014216026291251183,0.014591935090720654,0.014296891167759895
