Title,Year,Movie_Hits,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,budget,revenue,runtime,tagline,Revenue-Budget Ratio,Revenue-Runtime Ratio,compound,neutral,negative,positive,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Rating,title,tmdb_id,overview,status
Kingpin,1996,13.0,72,0,0,1,0,27000000.0,25023434.0,114.0,You wouldn't want to meet these pinheads in an alley.,0.9267938518518518,219503.80701754385,-0.0572,0.88,0.12,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Kingpin,11543,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",success
Knives Out,2019,19.0,85,0,0,1,0,40000000.0,312897920.0,131.0,"Hell, any of them could have done it.",7.822448,2388533.740458016,-0.6808,0.603,0.397,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PG-13,Knives Out,546554,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",success
Knock Off,1998,46.0,55,0,0,1,0,35000000.0,44000000.0,91.0,There is no substitute.,1.2571428571428571,483516.4835164835,-0.296,0.577,0.423,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Knock Off,37498,A fashion designer and his CIA agent business partner must join forces to stop a group of terrorists from smuggling explosives in counterfeit jeans during the handover of Hong Kong.,success
Knowing,2009,54.0,74,0,1,0,0,50000000.0,155446362.0,121.0,What happens when the numbers run out?,3.10892724,1284680.6776859504,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,PG-13,Knowing,13811,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,success
Kuch Kuch Hota Hai,1998,0.0,72,1,0,0,0,2420000.0,25690000.0,185.0,Love is Friendship.,10.615702479338845,138864.86486486485,0.7964,0.123,0.0,0.877,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,G,Kuch Kuch Hota Hai,11854,"Per her mother's last wish, an 8 year old girl sets out to reunite her father with his college best friend who was in love with him.",success
Kung Fu Panda,2008,19.0,83,1,0,0,0,130000000.0,632091832.0,90.0,Prepare for awesomeness.,4.8622448615384615,7023242.577777778,0.0,1.0,0.0,0.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Kung Fu Panda,9502,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",success
Kung Fu Panda 2,2011,24.0,79,1,0,0,0,150000000.0,665692281.0,91.0,Twice the awesomeness.,4.43794854,7315299.791208792,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Kung Fu Panda 2,49444,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",success
Kung Pow: Enter the Fist,2002,1.0,67,0,1,0,0,10000000.0,17000000.0,81.0,If you've got an ass...he'll kick it!,1.7,209876.54320987652,0.0,1.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Kung Pow: Enter the Fist,11891,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.  As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way he encounters some strange characters.",success
Kurbaan,2009,0.0,52,1,0,0,0,7700000.0,6600000.0,161.0,Some Love Stories  Have Blood On Them,0.8571428571428571,40993.78881987578,0.6369,0.588,0.0,0.412,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,R,Kurbaan,24613,"When a handsome young Indian couple (Saif Ali Khan and Kareena Kapoor) moves into the suburbs to claim their stake in the American dream, they are shocked to discover that they've become enmeshed in a secretive terrorist plot. But as tensions escalate, the bride begins to wonder if her husband has told her everything he knows.",success
L!fe Happens,2011,0.0,58,0,1,0,0,930000.0,30905.0,100.0,A comedy that's a real mother.,0.0332311827956989,309.05,0.3612,0.545,0.0,0.455,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,L!fe Happens,91070,"A comedy centered on two best friends, Kim and Deena, who fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.",success
LOL,2012,2.0,62,0,0,1,0,11000000.0,10500000.0,97.0,"You can change your status, but not your heart.",0.9545454545454546,108247.42268041238,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,LOL,80271,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.",success
Lady Bird,2017,24.0,81,1,0,0,0,10000000.0,79000000.0,94.0,Fly away home.,7.9,840425.5319148937,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Lady Bird,391713,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",success
Lady Bloodfight,2016,0.0,55,0,0,1,0,10000000.0,13109.0,97.0,Fight for your life,0.0013109,135.1443298969072,-0.3818,0.536,0.464,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Lady Bloodfight,289269,"Jane is a beautiful but troubled American girl backpacking through Japan, when her raw street fighting skills draw the attention of Oshima, Japanese karate champion, who recruits and trains her to fight in the vicious, all-female, underground martial arts tournament known as ""The Kumite"". After months of rigorous preparation, Jane is ready to face off against the deadliest female fighters in the world, including Ling, the Chinese apprentice of Oshima's nemesis. But other nefarious forces lie in the shadows, and Jane and Ling will have to unite on a journey that will take them from the gritty underworld of Hong Kong to the glitz of Macao, before deciding who really is the best female fighter on the planet.",success
Lady and the Tramp,1955,0.0,76,0,0,0,1,4000000.0,36359037.0,76.0,She's from the leash and license set... he's footloose and collar free!,9.08975925,478408.38157894736,0.5562,0.754,0.0,0.246,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,G,Lady and the Tramp,10340,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",success
Ladybugs,1992,1.0,59,0,0,1,0,20000000.0,14796494.0,90.0,He's Coach...not first class.,0.7398247,164405.48888888888,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,PG-13,Ladybugs,19087,"To climb the corporate ladder to success, a businessman agrees to coach his company's all-girl soccer team with the help of his secret weapon: his fiancee's son.",success
Lakshya,2004,0.0,68,1,0,0,0,4500000.0,4600000.0,186.0,It Took Him 24 years And 18000 Feet To Find Himself,1.022222222222222,24731.182795698925,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,G,Lakshya,21175,"An aimless, jobless, irresponsible grown man joins the army and matures into a battlefield hero.",success
Lara Croft: Tomb Raider - The Cradle of Life,2003,3.0,69,0,0,1,0,95000000.0,160099222.0,117.0,The lady returns.,1.6852549684210527,1368369.4188034188,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PG-13,Lara Croft: Tomb Raider - The Cradle of Life,1996,"Off the coast of the volcanic island of Santorini, the intrepid archaeologist Lara Croft makes the unexpected discovery of a pulsating golden orb able to guide its holder to the mythical Pandora's Box. As the legendary artifact contains ancient mysteries of unfathomable power - said to contain one of the deadliest plagues on Earth, Lara is tasked by MI6 to make sure it doesn't fall into the wrong hands. With the aid of former Marine turned mercenary Terry Sheridan, she travels the world in pursuit of the precious item in a race against time; she must beat the unscrupulous Nobel Prize-winning scientist turned bioterrorist, Jonathan Reiss, to it.",success
Last Chance Harvey,2008,6.0,64,0,1,0,0,5000000.0,32600000.0,99.0,"When it comes to love, is it ever too late to take a chance?",6.52,329292.9292929293,0.7351,0.64,0.0,0.36,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Last Chance Harvey,16409,"In London for his daughter's wedding, a struggling jingle-writer, Harvey Shine, misses his plane to New York, and thus loses his job. While drowning his sorrows in the airport pub, Harvey meets Kate, a British government worker stuck in an endless cycle of work, phone calls from her mother, and blind dates. A connection forms between the unhappy pair, who soon find themselves falling in love.",success
Last Flag Flying,2017,4.0,67,0,0,1,0,25000000.0,1872950.0,125.0,Their last mission wasn't on the battlefield.,0.074918,14983.6,0.2924,0.733,0.0,0.267,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Last Flag Flying,419709,"Thirty years after serving together in the Vietnam War, Larry, Sal and Richard reunite for a different type of mission: to bury Doc's son, a young Marine killed in Iraq. Forgoing the burial, the trio take the casket on a bittersweet trip up the coast to New Hampshire – along the way reminiscing and coming to terms with the shared memories of a war that continues to shape their lives.",success
Late Night,2019,146.0,84,0,0,1,0,4000000.0,22384741.0,102.0,They're giving comedy a rewrite.,5.59618525,219458.2450980392,0.5994,0.29,0.0,0.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Late Night,523172,"A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.",success
Lawless,2012,13.0,77,1,0,0,0,26000000.0,55404207.0,115.0,"When the law became corrupt, outlaws became heroes.",2.1309310384615383,481775.7130434783,0.5106,0.68,0.0,0.32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,R,Lawless,82633,"In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",success
Layer Cake,2004,0.0,77,1,0,0,0,6500000.0,11900000.0,105.0,The art of good business is being a good middleman.,1.8307692307692307,113333.33333333331,0.7003,0.547,0.0,0.453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Layer Cake,4836,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",success
Leatherheads,2008,13.0,63,0,0,1,0,58000000.0,41299492.0,114.0,"If Love Is a Game, Who'll Make the First Pass?",0.7120602068965517,362276.2456140351,0.6369,0.656,0.0,0.344,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Leatherheads,4942,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",success
Left Behind,2000,430.0,54,0,0,1,0,17400000.0,4224065.0,100.0,The Future Is Clear.,0.242762356321839,42240.65,0.3818,0.536,0.0,0.464,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,PG-13,Left Behind,37302,"After learning that millions have completely vanished, an airline pilot, a journalist, and others work together to unravel the mystery of those left behind.",success
Legally Blonde,2001,33.0,75,1,0,0,0,18000000.0,141778365.0,96.0,Boldly going where no blonde has gone.,7.876575833333334,1476857.96875,0.0772,0.515,0.227,0.258,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Legally Blonde,8835,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is more to herself than just good looks.",success
Legend,2015,72.0,75,1,0,0,0,25000000.0,42972994.0,132.0,"Love, fight, live, rule like a legend.",1.71891976,325552.98484848486,0.6249,0.244,0.211,0.545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R,Legend,276907,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",success
Legends of Oz: Dorothy's Return,2014,8.0,53,0,1,0,0,70000000.0,21755418.0,88.0,There's trouble in OZ...,0.3107916857142857,247220.6590909091,-0.4019,0.526,0.474,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Legends of Oz: Dorothy's Return,59981,"Dorothy wakes in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends, the Scarecrow, the Lion, the Tin Man, and Glinda, from a devious new villain, the Jester. New comrades Wiser the Owl, Marshal Mallow, China Princess, and Tugg the Tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",success
Lemony Snicket's A Series of Unfortunate Events,2004,2.0,75,1,0,0,0,140000000.0,209073645.0,108.0,Mishaps. Misadventures. Mayhem. Oh joy.,1.4933831785714289,1935867.0833333333,0.5859,0.513,0.0,0.487,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Lemony Snicket's A Series of Unfortunate Events,11774,"Three wealthy children's parents are killed in a fire. When they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",success
Leprechaun 2,1994,0.0,55,0,0,1,0,2000000.0,2300000.0,85.0,This time... luck has nothing to do with it.,1.15,27058.82352941177,0.4588,0.727,0.0,0.273,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,Leprechaun 2,18009,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",success
Les Misérables,2012,11.0,80,1,0,1,0,61000000.0,442636309.0,158.0,Fight. Dream. Hope. Love.,7.256332934426229,2801495.6265822784,0.7579,0.0,0.222,0.778,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,PG-13,Les Misérables,82695,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France. Jean Valjean, a man imprisoned for stealing bread, must flee a relentless policeman named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",success
Let the Right One In,2008,69.0,81,0,1,0,0,4000000.0,10785801.0,115.0,"Eli is 12 years old. She's been 12 for over 200 years, and she just moved in next door.",2.69645025,93789.57391304348,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,R,Let the Right One In,13310,"When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.",success
Let the Sunshine In,2017,4.0,57,0,1,0,0,2978000.0,4192590.0,94.0,"When you're not in love, what do you do?",1.4078542646071188,44602.02127659575,-0.5216,0.704,0.296,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,Let the Sunshine In,431017,"Isabelle, Parisian artist, divorced mother, is looking for love, true love, at last.",success
Liberty Stands Still,2002,8.0,54,0,0,1,0,11000000.0,595214.0,96.0,In the game of life and death... you only lose once.,0.0541103636363636,6200.145833333333,-0.4019,0.787,0.213,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,R,Liberty Stands Still,2165,"As the heir and current marketing director for one of the nation's biggest gun manufacturers, Liberty Wallace is indifferent to the atrocities made possible through her business and her CEO husband, Victor. On her way to see her actor lover, Liberty ends up chained to a food cart full of explosives -- all at the insistence of ""Joe"", a sniper whose young daughter was a victim of gun violence, and who now has Liberty in his sights.",success
Life As We Know It,2010,286.0,72,1,0,0,0,38000000.0,105734416.0,114.0,A comedy about taking it one step at a time.,2.7824846315789475,927494.8771929824,0.3612,0.737,0.0,0.263,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Life As We Know It,38408,"After a disastrous first date for caterer Holly and network sports director Messer, all they have in common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they'll have to find common ground while living under the same roof.",success
Life Itself,2018,644.0,68,0,0,1,0,10000000.0,7997774.0,118.0,Life will surprise you,0.7997774,67777.74576271187,0.2732,0.588,0.0,0.412,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,Life Itself,446696,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",success
Life in a Metro,2007,7.0,57,1,0,0,0,1100000.0,2900000.0,132.0,One City. Countless Emotions.,2.636363636363636,21969.696969696968,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Unknown,Life in a Metro,20492,A group of Mumbai up-and-comers search for love and struggle for success in this ensemble drama that centers on an eager young call centre executive.,success
Life of Brian,1979,0.0,82,1,0,0,0,4000000.0,20833252.0,94.0,He's not the messiah...he's just a naughty boy.,5.208313,221630.3404255319,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Life of Brian,583,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",success
Life of Crime,2013,115.0,66,1,0,0,0,12000000.0,265452.0,94.0,Right target. Wrong woman.,0.022121,2823.9574468085107,-0.4767,0.492,0.508,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,Life of Crime,209189,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,success
Life with Mikey,1993,5.0,56,0,0,0,1,2000000.0,12440858.0,91.0,He's a talent agent. She's a thief. Looks like they've already got something in common.,6.220429,136712.72527472526,0.2263,0.535,0.182,0.283,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Life with Mikey,42580,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",success
Lights Out,2016,59.0,74,0,1,0,0,4900000.0,149368835.0,81.0,You were right to be afraid of the dark.,30.483435714285715,1844059.6913580247,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG-13,Lights Out,345911,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",success
Like Crazy,2011,109.0,69,0,1,0,0,250000.0,3542353.0,90.0,I Want You. I Need You. I Love You. I Miss You.,14.169412,39359.47777777778,0.5994,0.413,0.132,0.455,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Like Crazy,60420,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",success
Like Stars on Earth,2007,27.0,77,1,0,0,0,2600000.0,28430000.0,162.0,Every child is special.,10.934615384615384,175493.82716049382,0.4019,0.526,0.0,0.474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG,Like Stars on Earth,7508,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",success
Lilo & Stitch,2002,21.0,79,0,0,0,1,80000000.0,273144151.0,85.0,There's one in every family.,3.4143018875,3213460.6,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PG,Lilo & Stitch,11544,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",success
Little Big Man,1970,0.0,70,0,0,1,0,15000000.0,31559552.0,139.0,Either the most neglected hero in history or a liar of insane proportion!,2.103970133333333,227047.1366906475,-0.7275,0.366,0.457,0.177,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,R,Little Big Man,11040,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",success
Little Man,2006,186.0,61,0,0,1,0,64000000.0,101600000.0,98.0,Big things come in small packages,1.5875,1036734.693877551,0.0,1.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Little Man,9072,"After leaving the prison, the dwarf criminal Calvin Sims joins to his moron brother Percy to steal an expensive huge diamond in a jewelry for the mobster Walken. They are chased by the police, and Calvin hides the stone in the purse of the executive Vanessa Edwards, whose husband Darryl Edwards wants to have a baby. Percy convinces Calvin to dress like a baby and be left in front of the Edwards's house to get inside the house and retrieve the diamond. Darryl and Vanessa keep Calvin for the weekend and decide to adopt him, while Walken threatens Darryl to get the stone back.",success
Little Monsters,1989,15.0,63,1,1,0,0,7000000.0,793775.0,102.0,Some friends can be REAL MONSTERS. And some monsters can be REAL FRIENDS.,0.1133964285714285,7782.107843137255,0.7865,0.613,0.0,0.387,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,PG,Little Monsters,15138,A young boy is scared of the monster under his bed. He asks his 6th grade brother to swap rooms for the night as a bet that the monster really exists. Soon the brother becomes friends with the monster and discovers a whole new world of fun and games under his bed where pulling pranks on kids and other monsters is the main attraction.,success
Logan Lucky,2017,13.0,77,0,1,0,0,29000000.0,48453605.0,119.0,See how the other half steals.,1.6708139655172414,407173.1512605042,-0.5106,0.602,0.398,0.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Logan Lucky,399170,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",success
Lords of Dogtown,2005,0.0,71,0,0,1,0,25000000.0,13411957.0,107.0,They came from nothing to change everything.,0.53647828,125345.39252336448,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PG-13,Lords of Dogtown,9787,"The radical true story behind three teenage surfers from Venice Beach, California, who took skateboarding to the extreme and changed the world of sports forever. Stacy Peralta, Tony Alva and Jay Adams are the Z-Boys, a bunch of nobodies until they create a new style of skateboarding that becomes a worldwide phenomenon. But when their hobby becomes a business, the success shreds their friendship.",success
Loro 1,2018,0.0,59,0,1,0,0,21000000.0,4746815.0,104.0,"All True, All False.",0.2260388095238095,45642.45192307692,0.4215,0.517,0.0,0.483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Loro 1,417670,"""Loro"", in two parts, is a period movie that chronicles, as a fiction story, events likely happened in Italy (or even made up) between 2006 and 2010.  ""Loro"" wants to suggest in portraits and glimps, through a composite constellation of characters, a moment in history, now definitively ended, which can be described in a very summary picture of the events as amoral, decadent but extraordinarily alive.  Additionally, ""Loro"" wishes to tell the story of some Italians, fresh and ancient people at the same time: souls from a modern imaginary Purgatory who, moved by heterogeneous intents like ambition, admiration, affection, curiosity, personal interests, establish to try and orbit around the walking Paradise that is the man named Silvio Berlusconi.",success
Losing Isaiah,1995,4.0,60,0,1,0,0,17000000.0,7603766.0,106.0,Who decides what makes a mother?,0.4472803529411764,71733.64150943396,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,R,Losing Isaiah,28313,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",success
Lost in Thailand,2012,5.0,54,0,0,1,0,2200000.0,208000000.0,105.0,"On a wild road trip, three men find inner peace in the city that never sleeps.",94.54545454545456,1980952.380952381,0.5423,0.8,0.0,0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Lost in Thailand,151743,"The story of two rival business managers, Xu and Bo, who are fighting over a revolutionary new in-house technology for control of their company. If Xu wins, his future will be secured.",success
Lost in the Sun,2015,23.0,56,0,0,1,0,25000.0,25000.0,95.0,How far can one man go?,1.0,263.1578947368421,0.0,1.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Unknown,Lost in the Sun,360203,A small time crook and a newly-orphaned teenage boy team up to perform a string of robberies.,success
Love & Friendship,2016,58.0,65,0,0,1,0,3000000.0,21401949.0,94.0,A lady never reveals her tactics.,7.133983,227680.3085106383,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Love & Friendship,296360,"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans.",success
Love & Mercy,2015,25.0,71,0,1,0,0,10000000.0,28600000.0,120.0,"The Life, Love and Genius of Brian Wilson",2.86,238333.3333333333,0.6369,0.625,0.0,0.375,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,PG-13,Love & Mercy,271714,"In the late 1960s, the Beach Boys' Brian Wilson stops touring, produces ""Pet Sounds"" and begins to lose his grip on reality. By the 1980s, under the sway of a controlling therapist, he finds a savior in Melinda Ledbetter.",success
Love Actually,2003,204.0,82,1,0,0,0,40000000.0,250779876.0,135.0,The ultimate romantic comedy.,6.2694969,1857628.711111111,0.6369,0.278,0.0,0.722,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,R,Love Actually,508,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,success
Love Happens,2009,138.0,62,1,0,0,0,18000000.0,36100000.0,109.0,Sometimes when you least expect it...,2.0055555555555555,331192.6605504587,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,PG-13,Love Happens,25643,"Dr. Burke Ryan is a successful self-help author and motivational speaker with a secret. While he helps thousands of people cope with tragedy and personal loss, he secretly is unable to overcome the death of his late wife. It's not until Burke meets a fiercely independent florist named Eloise that he is forced to face his past and overcome his demons.",success
